RubyFTW - Fort Worth Ruby User Group,RubyFTW-Fort-Worth-Ruby-User-Group,http://www.meetup.com/RubyFTW-Fort-Worth-Ruby-User-Group/,|*|
North Texas SQL Server User Group,North-Texas-SQL-Server-User-Group,http://www.meetup.com/North-Texas-SQL-Server-User-Group/,|*|
Dallas Fort Worth Pentaho Users Group,DFW-Pentaho-Users-Group,http://www.meetup.com/DFW-Pentaho-Users-Group/,|*|
Dallas BIG Data & Hadoop Learning Group,Dallas-BIG-Data-Analytics-Hadoop-Learning-Group,http://www.meetup.com/Dallas-BIG-Data-Analytics-Hadoop-Learning-Group/,|*|
Tech Tuesday Fort Worth Meetup,Tech-Tuesday-Fort-Worth-Meetup,http://www.meetup.com/Tech-Tuesday-Fort-Worth-Meetup/,|*|
WATT (Women Advancing Technology Together) - Dallas,WATT-Women-Advancing-Technology-Together-Dallas,http://www.meetup.com/WATT-Women-Advancing-Technology-Together-Dallas/,|*|
Grok Scala via Collaborative Coding of Dallas,Grok-Scala-via-Collaborative-Coding-of-Dallas,http://www.meetup.com/Grok-Scala-via-Collaborative-Coding-of-Dallas/,|*|
Dallas Big Data & Object Storage Meetup,Dallas-Big-Data-Object-Storage-Meetup,http://www.meetup.com/Dallas-Big-Data-Object-Storage-Meetup/,|*|
Cognitive Computing Experts - Dallas,Cognitive-Computing-Experts-Dallas,http://www.meetup.com/Cognitive-Computing-Experts-Dallas/,|*|
Dallas Cloud Security Meetup,Dallas-Cloud-Security-Meetup,http://www.meetup.com/Dallas-Cloud-Security-Meetup/,|*|
Dallas Atlassian User Group,bigdaug,http://www.meetup.com/bigdaug/,|*|
Rocks Digital,Rocks-Digital-Marketing,http://www.meetup.com/Rocks-Digital-Marketing/,|*|
iACT,iACTSummit,http://www.meetup.com/iACTSummit/,|*|
Dallas / Fort Worth Clojure,DFW-Clojure,http://www.meetup.com/DFW-Clojure/,|*|
Cloud Security Alliance - North Texas Chapter,CSANTX,http://www.meetup.com/CSANTX/,|*|
A Bunch of Short Guys,A-Bunch-of-Short-Guys,http://www.meetup.com/A-Bunch-of-Short-Guys/,|*|
Fort Worth iOS Swift Development Meetup,Fort-Worth-iOS-Swift-Development-Meetup,http://www.meetup.com/Fort-Worth-iOS-Swift-Development-Meetup/,|*|
Las Colinas Tech Start-Ups & On-Demand platform Networking,Las-Colinas-Tech-Start-Ups-On-Demand-platform-Networking,http://www.meetup.com/Las-Colinas-Tech-Start-Ups-On-Demand-platform-Networking/,|*|
Joomla! User Group - Dallas / Fort Worth,joomladallas,http://www.meetup.com/joomladallas/,|*|
TDWI Dallas,TDWI-Dallas,http://www.meetup.com/TDWI-Dallas/,|*|
DC214,dc214dfw,http://www.meetup.com/dc214dfw/,|*|
DFW DFIR Twitter Lunch,DFW-DFIR-Twitter-Lunch,http://www.meetup.com/DFW-DFIR-Twitter-Lunch/,|*|
DFW Makers,DFW-Makers,http://www.meetup.com/DFW-Makers/,|*|
Hack My Life,Hack-My-Life,http://www.meetup.com/Hack-My-Life/,|*|
Dallas Internet Startups,DallasInternetStartups,http://www.meetup.com/DallasInternetStartups/,|*|
GenesisWP Social Hours - DFW,GenesisWP-DFW,http://www.meetup.com/GenesisWP-DFW/,|*|
Little Friends of Caleb & Sophia (DFW),Little-Friends-of-Caleb-Sophia,http://www.meetup.com/Little-Friends-of-Caleb-Sophia/,|*|
#ILOCC - Talking Tech Startups and the Digital L,Irving-LasColinas-Open-Coffee-Club,http://www.meetup.com/Irving-LasColinas-Open-Coffee-Club/,|*|
SWCMG - Southwest Computer Measurement Group,Southwest-Computer-Measurement-Group-SWCMG,http://www.meetup.com/Southwest-Computer-Measurement-Group-SWCMG/,|*|
Dallas / Fort Worth BEAMers,DFW-Erlang-User-Group,http://www.meetup.com/DFW-Erlang-User-Group/,|*|
Dallas Makers Club Meetup,Dallas-Makers-Club-Meetup,http://www.meetup.com/Dallas-Makers-Club-Meetup/,|*|
Access Silicon Valley (Dallas),Access-Silicon-Valley-Dallas,http://www.meetup.com/Access-Silicon-Valley-Dallas/,|*|
CodeNewbie DFW,CodeNewbie-DFW,http://www.meetup.com/CodeNewbie-DFW/,|*|
amRobotics - LittleBits JavaScript Python IoT and More!,amRobotics,http://www.meetup.com/amRobotics/,|*|
Fort Works Makerspace,Fort-Works-Makerspace,http://www.meetup.com/Fort-Works-Makerspace/,|*|
Dallas / Fort Worth CiviCRM Meetup,DFW-CiviCRM,http://www.meetup.com/DFW-CiviCRM/,|*|
StartupBlink Dallas,StartupBlink-Dallas,http://www.meetup.com/StartupBlink-Dallas/,|*|
Co-op Complete - Dallas TX,Co-op-Complete-Dallas-TX,http://www.meetup.com/Co-op-Complete-Dallas-TX/,|*|
Oak Cliff Open Coffee Club,Oak-Cliff-Open-Coffee-Club,http://www.meetup.com/Oak-Cliff-Open-Coffee-Club/,|*|
Virtual World Society - Dallas|Ft.Worth Affiliate,Virtual-World-Society-Dallas-Ft-Worth,http://www.meetup.com/Virtual-World-Society-Dallas-Ft-Worth/,|*|
Lost Our Box Game Developers,Lost-Our-Box-Game-Developers,http://www.meetup.com/Lost-Our-Box-Game-Developers/,|*|
TCCSE-Cisco User Group,TCCSE-Cisco-User-Group,http://www.meetup.com/TCCSE-Cisco-User-Group/,|*|
Video Game Open Coffee Club - #VGOCC,Video-Game-Open-Coffee-Club,http://www.meetup.com/Video-Game-Open-Coffee-Club/,|*|
North Texas DAMA Meetup,North-Texas-DAMA-Meetup,http://www.meetup.com/North-Texas-DAMA-Meetup/,|*|
Fort Worth Open Coffee Club,Fort-Worth-Open-Coffee-Club,http://www.meetup.com/Fort-Worth-Open-Coffee-Club/,|*|
3D Printing for Business - Carrollton Meetup,3D-Printing-for-Business-Carrollton-Meetup,http://www.meetup.com/3D-Printing-for-Business-Carrollton-Meetup/,|*|
HackerNest Dallas-Fort Worth Tech Socials,HackerNestDFW,http://www.meetup.com/HackerNestDFW/,|*|
North Texas Social Mobile Analytics Cloud (SMAC) Meetup,ntx-smac-meetup,http://www.meetup.com/ntx-smac-meetup/,|*|
OpenMRS Hackathon,OpenMRS-Hackathon,http://www.meetup.com/OpenMRS-Hackathon/,|*|
Dallas iPhone Developers/Entrepreneurs,Dallas-iPhone-Developers-Entrepreneurs,http://www.meetup.com/Dallas-iPhone-Developers-Entrepreneurs/,|*|
Hackaday Dallas Meetups,Hackaday-Dallas-Meetups,http://www.meetup.com/Hackaday-Dallas-Meetups/,|*|
Windows Phone App Developer Group - DFW North Texas,Windows-Phone-App-Development-Group-DFW-Dallas-Texas,http://www.meetup.com/Windows-Phone-App-Development-Group-DFW-Dallas-Texas/,|*|
Fort Worth SQL Server Users Group,Fort-Worth-SQL-Server-Users-Group,http://www.meetup.com/Fort-Worth-SQL-Server-Users-Group/,|*|
Dallas Open Source Saturday,opensource-62,http://www.meetup.com/opensource-62/,|*|
Social Media Marketing Training,Carrollton-Social-Media-Marketing-Lessons,http://www.meetup.com/Carrollton-Social-Media-Marketing-Lessons/,|*|
Mobile App Development,MAppDev,http://www.meetup.com/MAppDev/,|*|
Social Media Plus,Social-Media-Plus,http://www.meetup.com/Social-Media-Plus/,|*|
Dallas DAM Meetup,Dallas-DAM-Meetup,http://www.meetup.com/Dallas-DAM-Meetup/,|*|
DFW Tech Teachers,DFW-Tech-Teachers,http://www.meetup.com/DFW-Tech-Teachers/,|*|
Dallas/Fort Worth Perl Mongers,Dallas-Fort-Worth-Perl-Mongers,http://www.meetup.com/Dallas-Fort-Worth-Perl-Mongers/,|*|
Dallas - Nexus User Group,Dallas-Nexus-User-Group,http://www.meetup.com/Dallas-Nexus-User-Group/,|*|
Project Geek Force,Project-Geek-Force,http://www.meetup.com/Project-Geek-Force/,|*|
DFW PyLadies,DFW-PyLadies,http://www.meetup.com/DFW-PyLadies/,|*|
North Texas PC Users Group Meetup in Dallas Texas,North-Texas-PC-Users-Group-Meetup-in-Dallas-Texas,http://www.meetup.com/North-Texas-PC-Users-Group-Meetup-in-Dallas-Texas/,|*|
North Texas ISSA,NTX-ISSA,http://www.meetup.com/NTX-ISSA/,|*|
NE Dallas Speed Addicts,NE-Dallas-Speed-Addicts,http://www.meetup.com/NE-Dallas-Speed-Addicts/,|*|
DFW Informatica User Group,DFW-Informatica-User-Group,http://www.meetup.com/DFW-Informatica-User-Group/,|*|
North Texas Linux Users Group,North-Texas-Linux-Users-Group,http://www.meetup.com/North-Texas-Linux-Users-Group/,|*|
Dallas Redis Meetup,Dallas-Redis,http://www.meetup.com/Dallas-Redis/,|*|
Dallas Coding Workshops & Hackathons,Dallas-DevLab-Coding-Workshops,http://www.meetup.com/Dallas-DevLab-Coding-Workshops/,|*|
Dallas MuleSoft User  Group,dallas-mulesoft-users,http://www.meetup.com/dallas-mulesoft-users/,|*|
MGPMRC Robotics,MGPMRC-Robotics,http://www.meetup.com/MGPMRC-Robotics/,|*|
Game Changers,game-changers-texas,http://www.meetup.com/game-changers-texas/,|*|
Meteor Dallas,Meteor-Dallas,http://www.meetup.com/Meteor-Dallas/,|*|
Innovation Leadership Forum,Disruptive-Innovation-Leadership-Forum,http://www.meetup.com/Disruptive-Innovation-Leadership-Forum/,|*|
DFW Immersive Technology,DFW-Immersive-Technology-Meetup,http://www.meetup.com/DFW-Immersive-Technology-Meetup/,|*|
Future Design & Tech: Conversations On Future Design,Future-Design-Tech-Moving-Design-Forward,http://www.meetup.com/Future-Design-Tech-Moving-Design-Forward/,|*|
Ionic Dallas,ionic_dallas,http://www.meetup.com/ionic_dallas/,|*|
Dallas Unity Group,unity3ddallas,http://www.meetup.com/unity3ddallas/,|*|
Dallas Drupal Users Group,dallasdrupal,http://www.meetup.com/dallasdrupal/,|*|
Stacki Dallas,StackiLab-Dallas,http://www.meetup.com/StackiLab-Dallas/,|*|
DFW - Marketing Research Insights & Analytics Meetup,DFW-Marketing-Research-Insights-Analytics-Meetup,http://www.meetup.com/DFW-Marketing-Research-Insights-Analytics-Meetup/,|*|
The Automation Society - Let's take our TIME back.,The-Automation-Society,http://www.meetup.com/The-Automation-Society/,|*|
Southern University Engineers & Architects Alumni,Southern-University-Engineers-Architects-Alumni-Group,http://www.meetup.com/Southern-University-Engineers-Architects-Alumni-Group/,|*|
Security of Things,Security-of-Things,http://www.meetup.com/Security-of-Things/,|*|
Code Chicks of Collin County,CodeChicks,http://www.meetup.com/CodeChicks/,|*|
AR Denton,AR-Denton,http://www.meetup.com/AR-Denton/,|*|
North Dallas WordPress,dallas-wordpress,http://www.meetup.com/dallas-wordpress/,|*|
Dallas Bluemix (CloudFoundry PaaS) Meetup,Dallas-Bluemix-meetup,http://www.meetup.com/Dallas-Bluemix-meetup/,|*|
Dallas / Ft Worth Area MicroStrategy User Group,Dallas-Ft-Worth-Area-MicroStrategy-User-Group,http://www.meetup.com/Dallas-Ft-Worth-Area-MicroStrategy-User-Group/,|*|
Dallas Microsoft Technologies Network,Dallas-Microsoft-Technologies-Network,http://www.meetup.com/Dallas-Microsoft-Technologies-Network/,|*|
Verizon Cloud Hackathon Dallas Meetup,Verizon-Cloud-Hackathon-Boston-Meetup,http://www.meetup.com/Verizon-Cloud-Hackathon-Boston-Meetup/,|*|
Dallas Fort Worth Cloud Computing Group,Dallas-Fort-Worth-Cloud-Computing-Meetup-Group,http://www.meetup.com/Dallas-Fort-Worth-Cloud-Computing-Meetup-Group/,|*|
Dallas Sitefinity User Group,Dallas-Sitefinity-User-Group,http://www.meetup.com/Dallas-Sitefinity-User-Group/,|*|
DFW Agile Coaches Network,DFW-Agile-Coaches-Network,http://www.meetup.com/DFW-Agile-Coaches-Network/,|*|
ORCLAPEX-DFW,ORCLAPEX-DFW,http://www.meetup.com/ORCLAPEX-DFW/,|*|
Dinner & Interviews w/ Successful eCommerce Sellers,Dinner-Interviews-w-Successful-eCommerce-Sellers,http://www.meetup.com/Dinner-Interviews-w-Successful-eCommerce-Sellers/,|*|
DFW 3D Printing Usergroup,DFW-3D-Printing-Usergroup,http://www.meetup.com/DFW-3D-Printing-Usergroup/,|*|
Google Developer Group Dallas,Google-Developer-Group-Dallas,http://www.meetup.com/Google-Developer-Group-Dallas/,|*|
Dallas VB.NET C#.NET User Group,vb-net,http://www.meetup.com/vb-net/,|*|
Dallas Area (Irving) Web Performance Meetup,Dallas-Area-Irving-Web-Performance-Meetup,http://www.meetup.com/Dallas-Area-Irving-Web-Performance-Meetup/,|*|
DFW Enterprise Vault Users Group,DFW-Enterprise-Vault-Users-Group,http://www.meetup.com/DFW-Enterprise-Vault-Users-Group/,|*|
The Dallas CISSP Meetup Group,cissp-71,http://www.meetup.com/cissp-71/,|*|
GameStop's Agile Center of Excellence,GameStopScrum,http://www.meetup.com/GameStopScrum/,|*|
DFW Graphic & Web Design Circles,DFW-Graphic-Web-Design-Circles,http://www.meetup.com/DFW-Graphic-Web-Design-Circles/,|*|
DFW Conference Marketing,dfw-conference-marketing,http://www.meetup.com/dfw-conference-marketing/,|*|
Reality Computing Dallas,http-realitycomputing-typepad-com,http://www.meetup.com/http-realitycomputing-typepad-com/,|*|
Ember Dallas,Ember-Dallas,http://www.meetup.com/Ember-Dallas/,|*|
The Geek House,GeekHouseDallas,http://www.meetup.com/GeekHouseDallas/,|*|
Dallas Plussers Network - The Dallas Google Plus Community,Dallas-Plussers-Network,http://www.meetup.com/Dallas-Plussers-Network/,|*|
Women Techmakers Dallas/ Ft. Worth,Women-Techmakers-DFW,http://www.meetup.com/Women-Techmakers-DFW/,|*|
DFW C++ User Group,DFW-Cpp-User-Group,http://www.meetup.com/DFW-Cpp-User-Group/,|*|
PrimeTime Code - WordPress,PrimeTimeCode,http://www.meetup.com/PrimeTimeCode/,|*|
AIIM DFW Chapter - All Things Information Management Meetup,AIIMDFW,http://www.meetup.com/AIIMDFW/,|*|
Dallas Data Brewery,dallas-data-brewery,http://www.meetup.com/dallas-data-brewery/,|*|
The Monthly Metroplex Monitoring and Metrics Meetup,The-Monthly-Metroplex-Monitoring-and-Metrics-Meetup,http://www.meetup.com/The-Monthly-Metroplex-Monitoring-and-Metrics-Meetup/,|*|
Innovation Station: Tech StartUp Meetup,Innovation-Station-Tech-StartUp-Meetup,http://www.meetup.com/Innovation-Station-Tech-StartUp-Meetup/,|*|
North Texas Software Asset Management (SAM) Group,North-Texas-Software-Asset-Management-SAM-Group,http://www.meetup.com/North-Texas-Software-Asset-Management-SAM-Group/,|*|
DFW InfoSec Meetup,InfoSecMeetup,http://www.meetup.com/InfoSecMeetup/,|*|
Fort Work - Coworking in Dallas,Fort-Work-Coworking-in-Dallas,http://www.meetup.com/Fort-Work-Coworking-in-Dallas/,|*|
North Texas Cryonauts,North-Texas-Cryonauts,http://www.meetup.com/North-Texas-Cryonauts/,|*|
AppDynamics Dallas User Group,AppDynamics-Dallas-User-Group,http://www.meetup.com/AppDynamics-Dallas-User-Group/,|*|
Dallas Blockchain & Hyperledger Meetup,Dallas-Blockchain-Hyperledger-Meetup,http://www.meetup.com/Dallas-Blockchain-Hyperledger-Meetup/,|*|
Dallas Microsoft SharePoint Meetup,Dallas-Microsoft-SharePoint-Meetup,http://www.meetup.com/Dallas-Microsoft-SharePoint-Meetup/,|*|
DFW PCI User Group,DFW-PCI-User-Group,http://www.meetup.com/DFW-PCI-User-Group/,|*|
Dallas.node,DallasNode,http://www.meetup.com/DallasNode/,|*|
Mac Pro-neur,Mac-Pro-neur,http://www.meetup.com/Mac-Pro-neur/,|*|
DFW Software Defined Networking (SDN) Group,DFWSDN,http://www.meetup.com/DFWSDN/,|*|
Dallas IGDA,Dallas-IGDA,http://www.meetup.com/Dallas-IGDA/,|*|
The DFW Bloggers Classroom,BloggersClassroom,http://www.meetup.com/BloggersClassroom/,|*|
DFW Technology Startups Meetup,Southlake-Technology-Startups-Meetup,http://www.meetup.com/Southlake-Technology-Startups-Meetup/,|*|
WordPress Midcities User Group,WordPress-Midcities-User-Group,http://www.meetup.com/WordPress-Midcities-User-Group/,|*|
World IA Day - Dallas (Information Architecture),World-IA-Day-Dallas-Information-Architecture,http://www.meetup.com/World-IA-Day-Dallas-Information-Architecture/,|*|
Experiential Entertainment Think Tank,EETHINKTANK,http://www.meetup.com/EETHINKTANK/,|*|
